"0","8","1992-08-15 19:29:49","False","True"
"1","98","1973-12-02 23:59:38","True","False"
"2","5","2006-06-17 03:48:14","False","False"
"3","14","2006-06-07 07:39:31","False","True"
"4","89","1976-08-17 06:47:34","True","True"
"5","95","2003-05-15 16:16:19","False","False"
"6","80","1981-12-05 04:12:31","True","False"
"7","85","1972-03-30 10:23:54","True","True"
"8","43","1998-06-01 08:48:45","False","False"
"9","66","2015-10-19 03:10:17","True","True"
"10","33","2020-01-11 22:06:15","True","True"
"11","39","1996-06-01 02:41:10","True","True"
"12","50","1988-03-12 03:30:20","False","True"
"13","81","2008-10-21 08:39:24","True","True"
"14","38","2023-05-19 09:33:55","True","True"
"15","68","1997-01-10 07:19:36","False","True"
"16","87","2023-07-18 20:37:44","True","True"
"17","27","2005-07-30 00:36:47","True","False"
"18","41","2013-09-06 05:50:16","True","True"
"19","13","2016-11-15 23:23:25","False","True"
"20","22","2000-06-15 09:40:54","True","False"
"21","41","1976-10-11 18:04:43","False","True"
"22","61","2002-12-07 09:00:40","False","True"
"23","75","1986-04-16 12:55:55","False","True"
"24","4","2001-09-17 03:21:40","True","True"
"25","78","1977-02-19 19:27:07","True","True"
"26","67","1980-10-10 02:30:08","True","True"
"27","49","2018-07-13 14:31:17","False","False"
"28","77","1979-01-15 21:56:53","True","False"
"29","41","2020-05-08 03:12:53","True","False"
"30","42","2001-02-10 03:21:33","True","False"
"31","31","1974-05-29 09:09:30","False","False"
"32","65","1991-04-29 10:55:58","False","True"
"33","76","1987-12-11 15:27:04","True","False"
"34","27","1980-09-09 19:29:00","False","False"
"35","49","1990-06-16 06:15:26","True","True"
"36","76","1979-04-23 06:12:13","True","False"
"37","72","1993-12-13 03:29:19","False","False"
"38","48","2021-03-04 18:10:12","True","False"
"39","25","2022-09-27 16:09:26","True","True"
"40","66","1998-04-28 00:35:26","False","False"
"41","59","1991-09-17 13:03:57","False","True"
"42","8","2005-07-10 06:58:33","False","False"
"43","18","2006-10-04 11:38:21","True","True"
"44","40","1999-06-07 20:00:17","False","True"
"45","63","2004-09-14 18:01:11","True","True"
"46","92","1988-07-29 09:46:41","False","False"
"47","57","1980-03-24 18:30:06","True","False"
"48","29","1971-03-08 07:53:58","False","False"
"49","28","1992-01-22 14:31:14","True","False"
"50","34","1982-06-18 02:00:25","False","False"
"51","97","2018-05-31 10:09:21","False","True"
"52","19","2008-01-24 10:12:03","True","False"
"53","27","1972-07-30 06:42:20","True","True"
"54","5","1973-05-29 23:04:30","False","False"
"55","74","1982-03-23 14:35:02","True","True"
"56","97","1985-01-23 07:01:17","True","False"
"57","54","1997-07-04 10:40:47","True","True"
"58","26","1986-10-16 06:17:03","False","True"
"59","75","2010-12-06 23:41:43","True","True"
"60","73","1986-07-25 14:11:57","False","False"
"61","28","1978-08-24 05:43:13","False","False"
"62","31","1988-09-09 00:18:15","False","True"
"63","40","2017-02-15 14:24:07","False","False"
"64","64","2001-07-14 05:29:40","False","True"
"65","0","2009-10-04 19:55:15","True","True"
"66","87","1983-12-22 15:09:56","True","True"
"67","88","2006-01-30 09:32:30","True","True"
"68","63","1985-12-16 02:20:57","False","True"
"69","88","2001-05-09 10:29:03","False","True"
"70","63","1981-10-04 02:44:11","False","True"
"71","5","2006-05-06 10:57:57","False","True"
"72","52","2002-07-06 06:31:53","False","True"
"73","43","1976-01-07 13:03:46","False","False"
"74","10","1980-05-04 07:21:58","True","True"
"75","24","2016-05-19 00:46:14","True","True"
"76","19","2008-09-06 01:56:32","True","True"
"77","20","2002-11-30 08:25:42","False","False"
"78","86","1996-01-27 10:34:05","False","True"
"79","82","2013-08-22 01:08:35","False","True"
"80","20","2001-09-23 20:09:09","True","True"
"81","25","2014-07-03 07:25:41","False","False"
"82","58","2010-07-12 11:48:04","False","True"
"83","66","2011-04-24 21:46:11","False","True"
"84","5","2021-04-12 05:48:29","False","True"
"85","67","1985-12-22 18:00:19","False","False"
"86","93","2023-09-20 04:43:19","False","False"
"87","15","1998-07-22 11:38:53","False","False"
"88","74","1980-05-01 06:42:37","True","True"
"89","22","2018-09-03 23:39:26","False","True"
"90","33","1980-12-22 01:39:08","True","False"
"91","92","2003-04-21 03:23:23","False","False"
"92","31","1983-10-09 03:24:37","False","False"
"93","42","2005-10-03 20:16:25","True","True"
"94","1","1986-07-06 11:32:52","False","True"
"95","92","1986-08-12 00:51:13","True","True"
"96","91","1990-07-04 19:07:36","True","False"
"97","86","1998-04-15 08:50:16","False","True"
"98","56","1983-05-10 11:41:51","True","True"
"99","1","1972-03-05 07:09:46","True","True"
"100","94","1988-09-29 08:48:03","True","True"
"101","66","2001-03-13 23:08:02","False","True"
"102","9","2013-11-04 06:35:27","False","False"
"103","28","2009-01-02 00:38:23","True","False"
"104","55","1999-05-23 15:04:45","False","False"
"105","25","1976-08-19 15:24:36","False","False"
"106","60","2013-10-27 12:57:20","False","False"
"107","45","1986-07-26 22:09:40","True","False"
"108","68","2016-11-13 13:02:18","False","False"
"109","61","1992-12-19 02:51:52","True","True"
"110","95","1991-12-23 02:44:12","True","True"
"111","1","2004-01-22 06:41:34","True","False"
"112","32","1975-10-14 12:10:15","True","False"
"113","71","1978-03-28 02:32:23","False","True"
"114","60","2015-01-17 18:38:26","False","False"
"115","96","1993-01-11 03:26:36","True","True"
"116","54","1978-06-17 04:26:26","True","False"
"117","72","2011-06-13 19:50:55","True","False"
"118","35","2008-06-02 18:06:58","False","True"
"119","97","1974-09-29 18:49:16","True","True"
"120","34","1985-11-23 07:37:07","True","False"
"121","75","2019-12-29 10:50:09","True","False"
"122","85","1993-06-06 21:06:52","True","False"
"123","87","1989-08-25 00:12:34","False","False"
"124","54","2004-01-28 14:05:08","False","False"
"125","65","1993-12-16 21:34:50","True","True"
"126","43","2000-02-03 09:30:40","False","False"
"127","18","1982-09-07 17:22:54","True","False"
"128","87","1995-05-24 08:59:23","True","False"
"129","2","2018-02-26 14:05:01","False","True"
"130","88","1986-10-08 19:41:54","True","True"
"131","42","1994-06-22 14:42:49","True","False"
"132","90","2008-10-08 10:38:50","True","True"
"133","0","2008-05-01 20:45:32","True","False"
"134","94","1978-05-04 01:35:38","True","False"
"135","33","1997-11-10 13:16:56","True","False"
"136","48","1977-08-09 01:05:23","False","False"
"137","33","1981-11-08 20:46:45","True","False"
"138","62","2002-01-13 03:41:02","False","False"
"139","63","2002-03-02 18:09:16","True","True"
"140","99","1998-01-07 09:48:26","False","False"
"141","0","1980-03-06 23:19:50","True","False"
"142","26","2022-02-24 15:14:39","False","True"
"143","38","1975-02-24 02:41:11","False","False"
"144","30","1970-10-18 20:58:51","False","False"
"145","29","2001-08-15 01:27:46","True","False"
"146","5","1970-01-12 00:20:32","True","True"
"147","42","2016-09-29 14:40:29","True","True"
"148","11","1974-05-28 01:38:41","True","True"
"149","71","2016-08-31 11:50:16","True","True"
"150","53","2014-01-31 05:23:49","False","True"
"151","20","1981-09-06 18:39:41","True","True"
"152","73","1980-05-24 22:13:42","True","False"
"153","84","1971-09-19 08:10:08","False","False"
"154","13","2010-03-31 09:29:35","True","True"
"155","43","1974-10-14 06:37:29","False","True"
"156","68","2013-11-03 00:49:39","True","True"
"157","35","2007-12-17 08:33:40","False","True"
"158","53","2013-10-06 11:03:35","False","True"
"159","99","1990-06-07 16:41:00","True","False"
"160","11","1992-03-07 19:49:48","True","True"
"161","35","1988-02-12 20:22:35","False","True"
"162","46","1987-06-28 12:52:24","True","True"
"163","66","1976-01-20 16:56:22","True","True"
"164","91","1971-02-17 12:09:04","True","False"
"165","24","1973-06-19 19:28:16","False","True"
"166","5","1983-01-13 21:37:57","False","False"
"167","99","2012-12-03 21:42:15","False","False"
"168","91","1971-09-03 16:51:30","False","False"
"169","21","1986-01-18 19:41:17","True","False"
"170","87","2013-12-27 12:47:16","True","False"
"171","64","1990-07-03 22:28:30","True","False"
"172","10","2012-03-07 13:39:01","False","True"
"173","98","2004-11-20 10:38:11","True","True"
"174","26","1974-07-12 20:57:44","False","False"
"175","52","1978-10-31 09:36:53","True","True"
"176","6","2004-02-06 17:11:34","True","True"
"177","96","1999-09-07 16:49:30","False","True"
"178","71","2008-04-10 10:23:50","True","True"
"179","20","1977-10-27 11:20:57","False","False"
"180","62","1992-12-23 23:25:26","False","False"
"181","98","1996-01-08 16:19:36","False","True"
"182","8","1980-03-20 21:00:00","True","True"
"183","14","2016-10-05 21:42:46","True","True"
"184","44","2007-06-26 17:51:48","False","True"
"185","63","1986-05-07 19:45:00","True","True"
"186","13","2014-10-27 09:01:04","True","False"
"187","36","2014-02-09 01:55:24","False","False"
"188","87","1984-07-21 02:14:26","False","False"
"189","11","2001-03-03 19:49:04","False","True"
"190","2","2019-02-03 04:25:36","True","False"
"191","22","2022-12-15 02:13:30","False","False"
"192","93","1993-12-09 10:55:45","False","False"
"193","23","2000-05-26 00:04:25","True","False"
"194","93","1985-03-15 12:04:06","False","True"
"195","58","1978-08-19 01:26:49","False","False"
"196","22","1979-02-16 07:50:43","False","False"
"197","56","2011-04-28 15:10:43","False","False"
"198","52","1985-07-07 18:27:54","False","False"
"199","46","1978-12-21 07:19:39","False","False"
"200","31","1985-10-13 14:49:09","True","False"
"201","76","2001-08-20 07:03:04","False","True"
"202","26","2002-08-14 09:53:59","True","True"
"203","48","1993-11-09 03:51:49","False","False"
"204","73","2018-12-13 02:17:10","True","True"
"205","60","2003-03-20 01:40:01","True","True"
"206","66","1987-09-14 07:44:38","True","True"
"207","50","1993-04-04 18:36:37","True","False"
"208","40","1993-04-15 23:29:40","False","False"
"209","61","2006-06-22 18:08:52","False","False"
"210","65","1998-12-14 05:44:57","True","True"
"211","19","2020-01-07 13:56:57","True","False"
"212","21","1982-09-22 18:43:29","True","False"
"213","27","1986-08-29 13:33:42","False","True"
"214","70","2015-04-05 20:39:15","False","True"
"215","50","1987-08-24 20:19:55","True","True"
"216","2","1978-12-17 16:26:43","True","False"
"217","20","1980-03-09 09:07:50","True","False"
"218","67","2015-02-28 17:23:54","True","True"
"219","30","2018-11-04 09:56:18","False","False"
"220","48","2008-04-21 14:22:45","True","True"
"221","55","2004-02-26 06:05:56","False","False"
"222","67","2015-09-22 01:15:21","True","False"
"223","14","1979-02-02 05:41:48","True","True"
"224","55","2017-04-01 16:10:46","True","True"
"225","20","1997-02-22 01:11:58","True","True"
"226","36","1991-01-08 01:22:00","True","True"
"227","1","1979-11-13 05:54:18","True","True"
"228","75","1994-12-30 23:07:52","True","True"
"229","86","2011-03-23 21:12:36","False","False"
"230","72","1989-08-20 00:34:45","False","False"
"231","6","1985-08-15 20:40:56","True","True"
"232","91","2009-05-06 19:00:53","True","True"
"233","86","1970-08-12 03:36:29","True","True"
"234","86","2015-01-11 19:06:36","True","False"
"235","8","2004-09-24 23:16:13","False","True"
"236","93","2022-11-26 02:24:54","False","False"
"237","29","1993-05-26 17:33:26","False","False"
"238","12","2017-05-26 09:18:45","False","True"
"239","95","1988-08-11 09:58:42","False","False"
"240","8","1983-11-07 11:53:41","True","False"
"241","59","2000-06-05 09:53:37","True","False"
"242","8","2012-09-15 15:41:38","False","True"
"243","64","1984-01-31 16:00:00","True","False"
"244","28","1996-11-08 22:44:23","False","True"
"245","88","2022-01-27 23:30:10","True","True"
"246","31","1987-03-08 08:24:48","False","True"
"247","83","2004-11-02 21:33:07","True","True"
"248","5","2016-09-19 17:27:19","False","True"
"249","19","1975-07-04 16:20:42","False","False"
"250","95","1990-08-04 06:13:06","False","True"
"251","12","2003-07-04 18:08:12","False","False"
"252","61","2014-09-23 23:36:59","False","False"
"253","47","2005-01-14 13:16:36","False","True"
"254","38","1988-01-16 22:01:36","False","False"
"255","42","1993-07-31 12:20:02","False","True"
"256","58","2019-10-20 17:05:07","True","True"
"257","75","2004-11-02 18:36:25","True","True"
"258","14","1972-04-15 15:12:47","False","True"
"259","90","2017-07-31 03:11:29","False","False"
"260","32","1979-04-11 23:13:00","False","False"
"261","80","1986-12-06 18:57:16","True","False"
"262","33","1982-03-24 04:31:05","True","False"
"263","88","1972-08-01 22:45:56","True","False"
"264","93","2000-11-08 16:35:10","True","False"
"265","73","2008-05-04 17:21:03","False","True"
"266","96","1993-08-04 03:50:08","False","False"
"267","68","2013-04-26 05:16:50","False","True"
"268","36","2019-10-11 02:19:51","False","True"
"269","45","1999-10-28 15:17:34","False","True"
"270","69","1980-04-11 15:31:29","True","False"
"271","1","1999-05-15 11:23:43","False","False"
"272","1","1972-04-11 11:23:38","True","False"
"273","23","1992-07-01 12:23:20","False","False"
"274","60","1976-06-20 10:16:18","False","True"
"275","11","1970-08-12 12:05:51","True","False"
"276","36","2011-07-03 20:09:45","False","True"
"277","3","1980-09-21 13:20:29","True","True"
"278","68","1982-10-18 13:12:33","True","True"
"279","15","2003-05-09 23:44:28","True","False"
