"0","1083","580","5","False"
"1","1169","1859","9","False"
"2","608","482","6","False"
"3","755","1122","7","False"
"4","1711","1148","9","False"
"5","2169","1710","9","False"
"6","1107","528","7","False"
"7","1399","741","2","False"
"8","1812","1295","2","False"
"9","2283","860","3","False"
"10","2181","1752","1","False"
"11","0","1868","8","False"
"12","749","1454","1","False"
"13","663","38","5","False"
"14","1022","889","6","False"
"15","214","1266","3","False"
"16","1799","1882","3","False"
"17","1034","1292","9","False"
"18","2141","301","5","False"
"19","1139","1124","7","False"
"20","286","1090","3","False"
"21","819","1077","7","False"
"22","2004","1699","8","False"
"23","137","1121","1","False"
"24","1237","434","8","False"
"25","154","30","1","False"
"26","1519","781","2","False"
"27","2302","1657","1","False"
"28","1364","1859","4","False"
"29","1714","1183","5","False"
"30","902","304","8","False"
"31","1822","31","4","False"
"32","2211","1326","3","False"
"33","1654","35","7","False"
"34","451","1236","6","False"
"35","211","1764","3","False"
"36","1257","1717","1","False"
"37","1879","1699","1","False"
"38","181","107","7","False"
"39","1145","1497","3","False"
"40","1423","1703","10","False"
"41","1483","434","2","False"
"42","75","1426","9","False"
"43","1476","123","4","False"
"44","1131","1086","10","False"
"45","1209","1703","10","False"
"46","2029","140","3","False"
"47","656","432","4","False"
"48","663","295","2","False"
"49","1679","518","2","False"
"50","169","1078","3","False"
"51","1372","118","9","False"
"52","1718","1336","7","False"
"53","183","1169","2","False"
"54","628","78","8","False"
"55","860","1813","9","False"
"56","2461","1336","10","False"
"57","2247","1889","10","False"
"58","1688","1558","5","False"
"59","674","1308","1","False"
"60","762","90","3","False"
"61","281","1141","1","False"
"62","1704","1229","10","False"
"63","1642","410","4","False"
"64","2349","1202","1","False"
"65","692","455","9","False"
"66","2230","104","9","False"
"67","840","1038","1","False"
"68","119","783","5","False"
"69","2064","1352","2","False"
"70","531","1517","9","False"
"71","493","906","4","False"
"72","1348","1396","10","False"
"73","2172","1589","10","False"
"74","2110","1295","8","False"
"75","465","1259","2","False"
"76","115","84","1","False"
"77","628","313","4","False"
"78","42","1456","3","False"
"79","2315","1736","2","False"
"80","1332","1998","3","False"
"81","1345","1245","10","False"
"82","1222","775","2","False"
"83","2103","1","10","False"
"84","1234","1403","1","False"
"85","1671","666","7","False"
"86","2356","855","7","False"
"87","1247","931","3","False"
"88","453","1067","8","False"
"89","2018","1490","6","False"
"90","1486","140","7","False"
"91","1723","1742","10","False"
"92","295","1321","10","False"
"93","1792","1838","4","False"
"94","1280","365","10","False"
"95","1857","1326","6","False"
"96","1642","1764","9","False"
"97","194","1849","9","False"
"98","236","500","2","False"
"99","1920","777","2","False"
"100","423","923","3","False"
"101","431","1727","4","False"
"102","825","1490","1","False"
"103","1989","1479","4","False"
"104","2356","1303","6","False"
"105","1053","1182","4","False"
"106","703","1578","3","False"
"107","2317","1673","6","False"
"108","1785","547","9","False"
"109","549","1894","3","False"
"110","2172","1262","3","False"
"111","1545","1785","2","False"
"112","1412","1953","8","False"
"113","684","1071","3","False"
"114","514","1445","1","False"
"115","577","432","3","False"
"116","36","146","6","False"
"117","893","1456","7","False"
"118","1686","1450","2","False"
"119","2327","841","8","False"
"120","633","285","2","False"
"121","955","1537","1","False"
"122","1004","1594","9","False"
"123","213","708","5","False"
"124","632","639","6","False"
"125","2072","809","5","False"
"126","2139","1472","9","False"
"127","1731","288","10","False"
"128","1034","423","9","False"
"129","1266","335","8","False"
"130","1702","1695","3","False"
"131","663","1406","7","False"
"132","1324","938","10","False"
"133","1180","1442","8","False"
"134","339","1821","9","False"
"135","1070","457","6","False"
"136","1555","260","2","False"
"137","1933","1698","10","False"
"138","611","840","8","False"
"139","1058","418","1","False"
"140","181","118","4","False"
"141","897","649","6","False"
"142","1449","282","8","False"
"143","1871","1781","1","False"
"144","482","1323","7","False"
"145","204","31","8","False"
"146","149","1728","4","False"
"147","476","1229","9","False"
"148","500","1310","2","False"
"149","1937","552","3","False"
"150","2289","1445","2","False"
"151","1944","115","4","False"
"152","2446","824","3","False"
"153","1364","1326","5","False"
"154","1059","560","8","False"
"155","1247","1727","3","False"
"156","1011","1813","6","False"
"157","1643","746","10","False"
"158","2476","515","7","False"
"159","698","197","8","False"
"160","1306","1417","10","False"
"161","2132","1006","9","False"
"162","2202","1643","6","False"
"163","1495","219","7","False"
"164","1476","1986","9","False"
"165","477","383","9","False"
"166","1441","1285","3","False"
"167","2317","1157","7","False"
"168","1136","1886","3","False"
"169","2239","1954","10","False"
"170","1949","456","10","False"
"171","580","672","6","False"
"172","1499","1593","1","False"
"173","1935","1851","2","False"
"174","1784","153","4","False"
"175","343","1043","1","False"
"176","997","1902","4","False"
"177","1693","423","2","False"
"178","1205","1","5","False"
"179","2346","661","4","False"
"180","1470","1526","3","False"
"181","197","510","10","False"
"182","213","51","4","False"
"183","1469","295","3","False"
"184","949","234","8","False"
"185","2311","1910","6","False"
"186","2100","1421","7","False"
"187","2099","53","7","False"
"188","820","765","1","False"
"189","1901","1697","4","False"
"190","660","1874","8","False"
"191","1917","1486","3","False"
"192","1652","1240","3","False"
"193","721","15","8","False"
"194","1237","1253","7","False"
"195","2168","1193","2","False"
"196","1484","1456","6","False"
"197","1942","1136","8","False"
"198","1666","1638","9","False"
"199","2151","873","4","False"
"200","48","873","7","False"
"201","901","530","5","False"
"202","376","1825","2","False"
"203","819","1729","6","False"
"204","2248","741","3","False"
"205","1825","1918","3","False"
"206","1374","400","10","False"
"207","729","570","8","False"
"208","1294","1937","1","False"
"209","2489","1149","6","False"
"210","2147","977","6","False"
"211","1901","178","6","False"
"212","35","1824","10","False"
"213","1986","1043","2","False"
"214","1860","483","8","False"
"215","691","1304","3","False"
"216","2219","214","6","False"
"217","933","1734","8","False"
"218","2253","1542","3","False"
"219","311","1504","10","False"
"220","175","476","7","False"
"221","2129","1281","3","False"
"222","1965","431","6","False"
